ts,phase,car,config,mode,rep,mph,steer1,steer2,brake,runID,dist_m,dist_ft,avg_g,duration_s,actual_start_mph,arc_m,arc_g,steer_input,wheel_angle_deg,understeer_deg,yaw_deg,acs,yaw_rms,yaw_ratio,dmg,codekey,tele_files,wall_s,status,car_model,controller,trace_2khz
02:33:05,straight,DynamicABS,DynamicABS2.pc,straight,2,80,0.0,0.0,1.0,1788773599-0002,45.4488,149.11,1.4332,2.43,80.0,45.45,1.433,0.00,0.3,0.2,1.8,0.0,1.864,0.3632,0,6b41ae38-d111e559-110747,1,18.7,OK,sbr,DynamicABS,sbr_DynamicABS_80mph_rep2_1788773599-0002_2khz.csv
02:33:30,straight,DynamicABS,DynamicABS2.pc,straight,2,120,0.0,0.0,1.0,1788773625-0003,100.0564,328.27,1.4654,3.62,120.0,100.06,1.465,0.00,0.3,0.2,2.7,0.0,2.397,0.2900,0,6b41ae38-d111e559-110747,1,20.8,OK,sbr,DynamicABS,sbr_DynamicABS_120mph_rep2_1788773625-0003_2khz.csv
02:33:56,straight,DynamicABS,DynamicABS2.pc,straight,2,160,0.0,0.0,1.0,1788773653-0004,176.3185,578.47,1.4786,4.81,160.0,176.32,1.479,0.00,0.2,0.2,4.2,0.0,2.651,0.2961,0,6b41ae38-d111e559-110747,1,24.3,OK,sbr,DynamicABS,sbr_DynamicABS_160mph_rep2_1788773653-0004_2khz.csv
02:34:26,straight,DynamicABS,DynamicABS2.pc,straight,2,180,0.0,0.0,1.0,1788773685-0005,219.7233,720.88,1.5017,5.39,180.0,219.72,1.502,0.00,0.2,0.1,4.9,0.0,2.693,0.3026,0,6b41ae38-d111e559-110747,1,25.6,OK,sbr,DynamicABS,sbr_DynamicABS_180mph_rep2_1788773685-0005_2khz.csv
02:35:18,straight,StockABS,StockABS2.pc,straight,2,60,0.0,0.0,1.0,1788773731-0001,25.6898,84.28,1.4254,1.81,60.0,25.69,1.425,0.00,0.3,0.2,1.4,0.0,1.554,0.4987,0,,0,18.7,OK,sbr,StockABS,
02:35:42,straight,StockABS,StockABS2.pc,straight,2,80,0.0,0.0,1.0,1788773755-0002,48.9253,160.52,1.3314,2.54,80.0,48.93,1.331,0.00,0.3,0.2,1.5,0.0,2.014,0.2853,0,,0,18.7,OK,sbr,StockABS,
02:36:06,straight,StockABS,StockABS2.pc,straight,2,120,0.0,0.0,1.0,1788773780-0003,116.0977,380.90,1.2629,3.98,120.0,116.10,1.263,0.00,0.3,0.2,2.3,0.0,2.688,0.2089,0,,0,20.1,OK,sbr,StockABS,
02:36:32,straight,StockABS,StockABS2.pc,straight,2,160,0.0,0.0,1.0,1788773808-0004,204.4181,670.66,1.2754,5.32,160.0,204.42,1.275,0.00,0.2,0.2,3.7,0.0,2.814,0.2284,0,,0,22.3,OK,sbr,StockABS,
02:36:59,straight,StockABS,StockABS2.pc,straight,2,180,0.0,0.0,1.0,1788773838-0005,250.9772,823.42,1.3147,5.86,180.0,250.98,1.315,0.00,0.2,0.1,4.8,0.0,2.625,0.2760,0,,0,24.7,OK,sbr,StockABS,
02:37:51,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,2,60,0.0,0.0,1.0,1788773884-0001,26.6783,87.53,1.3726,1.85,60.0,26.68,1.373,0.00,0.3,0.2,1.2,0.0,1.546,0.3894,0,,0,17.9,OK,sbr,StockABS_TC_ESC,
02:38:14,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,2,80,0.0,0.0,1.0,1788773908-0002,48.7854,160.06,1.3352,2.53,80.0,48.79,1.335,0.00,0.3,0.2,1.6,0.0,2.034,0.3066,0,,0,18.8,OK,sbr,StockABS_TC_ESC,
02:38:39,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,2,120,0.0,0.0,1.0,1788773933-0003,116.3558,381.74,1.2601,3.99,120.0,116.36,1.260,0.00,0.3,0.2,2.3,0.0,2.647,0.2089,0,,0,20.2,OK,sbr,StockABS_TC_ESC,
02:39:04,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,2,160,0.0,0.0,1.0,1788773961-0004,203.9888,669.25,1.2780,5.31,160.0,203.99,1.278,0.00,0.2,0.2,3.8,0.0,2.764,0.2352,0,,0,22.2,OK,sbr,StockABS_TC_ESC,
02:39:32,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,2,180,0.0,0.0,1.0,1788773991-0005,252.1809,827.37,1.3085,5.88,180.0,252.18,1.308,0.00,0.2,0.2,4.2,0.0,2.687,0.2367,0,,0,24.7,OK,sbr,StockABS_TC_ESC,
02:40:24,straight,DynamicABS,DynamicABS2.pc,straight,3,60,0.0,0.0,1.0,1788774037-0001,26.9619,88.46,1.3581,1.87,60.0,26.96,1.358,0.00,0.3,0.2,1.3,0.0,1.486,0.4505,0,6b41ae38-d111e559-110747,1,18.8,OK,sbr,DynamicABS,sbr_DynamicABS_60mph_rep3_1788774037-0001_2khz.csv
02:40:48,straight,DynamicABS,DynamicABS2.pc,straight,3,80,0.0,0.0,1.0,1788774062-0002,45.7316,150.04,1.4244,2.44,80.0,45.73,1.424,0.00,0.3,0.2,1.4,0.0,2.027,0.2889,0,6b41ae38-d111e559-110747,1,18.6,OK,sbr,DynamicABS,sbr_DynamicABS_80mph_rep3_1788774062-0002_2khz.csv
02:41:12,straight,DynamicABS,DynamicABS2.pc,straight,3,120,0.0,0.0,1.0,1788774088-0003,101.7102,333.70,1.4416,3.66,120.0,101.71,1.442,0.00,0.3,0.2,2.8,0.0,2.468,0.2861,0,6b41ae38-d111e559-110747,1,22.0,OK,sbr,DynamicABS,sbr_DynamicABS_120mph_rep3_1788774088-0003_2khz.csv
02:41:40,straight,DynamicABS,DynamicABS2.pc,straight,3,160,0.0,0.0,1.0,1788774117-0004,176.6837,579.67,1.4755,4.83,160.0,176.68,1.476,0.00,0.2,0.2,4.3,0.0,2.625,0.3060,0,6b41ae38-d111e559-110747,1,24.2,OK,sbr,DynamicABS,sbr_DynamicABS_160mph_rep3_1788774117-0004_2khz.csv
02:42:10,straight,DynamicABS,DynamicABS2.pc,straight,3,180,0.0,0.0,1.0,1788774149-0005,219.8185,721.19,1.5011,5.38,180.0,219.82,1.501,0.00,0.2,0.1,5.2,100.0,2.574,0.3222,0,6b41ae38-d111e559-110747,1,25.7,OK,sbr,DynamicABS,sbr_DynamicABS_180mph_rep3_1788774149-0005_2khz.csv
02:43:03,straight,StockABS,StockABS2.pc,straight,3,60,0.0,0.0,1.0,1788774196-0001,25.5972,83.98,1.4306,1.80,60.0,25.60,1.431,0.00,0.3,0.2,1.5,0.0,1.592,0.5352,0,,0,18.0,OK,sbr,StockABS,
02:43:26,straight,StockABS,StockABS2.pc,straight,3,80,0.0,0.0,1.0,1788774220-0002,49.1736,161.33,1.3247,2.55,80.0,49.17,1.325,0.00,0.3,0.2,1.5,0.0,1.995,0.2965,0,,0,19.0,OK,sbr,StockABS,
02:43:51,straight,StockABS,StockABS2.pc,straight,3,120,0.0,0.0,1.0,1788774246-0003,114.3482,375.16,1.2823,3.95,120.0,114.35,1.282,0.00,0.3,0.2,2.4,0.0,2.678,0.2223,0,,0,20.8,OK,sbr,StockABS,
02:44:17,straight,StockABS,StockABS2.pc,straight,3,160,0.0,0.0,1.0,1788774274-0004,203.5069,667.67,1.2811,5.30,160.0,203.51,1.281,0.00,0.2,0.2,3.6,0.0,2.815,0.2262,0,,0,22.7,OK,sbr,StockABS,
02:44:45,straight,StockABS,StockABS2.pc,straight,3,180,0.0,0.0,1.0,1788774304-0005,251.0688,823.72,1.3143,5.86,180.0,251.07,1.314,0.00,0.2,0.1,4.5,0.0,2.649,0.2578,0,,0,24.5,OK,sbr,StockABS,
02:45:36,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,3,60,0.0,0.0,1.0,1788774349-0001,26.5604,87.14,1.3787,1.84,60.0,26.56,1.379,0.00,0.3,0.2,1.1,0.0,1.640,0.3650,0,,0,18.9,OK,sbr,StockABS_TC_ESC,
02:46:01,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,3,80,0.0,0.0,1.0,1788774374-0002,48.5996,159.45,1.3403,2.53,80.0,48.60,1.340,0.00,0.3,0.2,1.4,0.0,2.009,0.2800,0,,0,18.8,OK,sbr,StockABS_TC_ESC,
02:46:25,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,3,120,0.0,0.0,1.0,1788774400-0003,115.9247,380.33,1.2648,3.97,120.0,115.92,1.265,0.00,0.3,0.2,2.4,0.0,2.682,0.2250,0,,0,19.8,OK,sbr,StockABS_TC_ESC,
02:46:50,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,3,160,0.0,0.0,1.0,1788774427-0004,202.7957,665.34,1.2856,5.29,160.0,202.80,1.286,0.00,0.2,0.2,3.7,0.0,2.843,0.2285,0,,0,21.7,OK,sbr,StockABS_TC_ESC,
02:47:17,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,3,180,0.0,0.0,1.0,1788774456-0005,250.4368,821.64,1.3176,5.84,180.0,250.44,1.318,0.00,0.2,0.1,4.2,0.0,2.719,0.2421,0,,0,24.9,OK,sbr,StockABS_TC_ESC,
02:48:09,straight,DynamicABS,DynamicABS2.pc,straight,4,60,0.0,0.0,1.0,1788774503-0001,26.8482,88.08,1.3639,1.87,60.0,26.85,1.364,0.00,0.3,0.1,1.6,0.0,1.347,0.5241,0,6b41ae38-d111e559-110747,1,18.7,OK,sbr,DynamicABS,sbr_DynamicABS_60mph_rep4_1788774503-0001_2khz.csv
02:48:34,straight,DynamicABS,DynamicABS2.pc,straight,4,80,0.0,0.0,1.0,1788774528-0002,45.2220,148.37,1.4404,2.41,80.0,45.22,1.440,0.00,0.3,0.2,1.8,0.0,1.802,0.3719,0,6b41ae38-d111e559-110747,1,19.6,OK,sbr,DynamicABS,sbr_DynamicABS_80mph_rep4_1788774528-0002_2khz.csv
02:48:59,straight,DynamicABS,DynamicABS2.pc,straight,4,120,0.0,0.0,1.0,1788774554-0003,101.4481,332.84,1.4453,3.64,120.0,101.45,1.445,0.00,0.3,0.2,2.5,0.0,2.531,0.2584,0,6b41ae38-d111e559-110747,1,21.2,OK,sbr,DynamicABS,sbr_DynamicABS_120mph_rep4_1788774554-0003_2khz.csv
02:49:26,straight,DynamicABS,DynamicABS2.pc,straight,4,160,0.0,0.0,1.0,1788774584-0004,176.2454,578.23,1.4792,4.81,160.0,176.25,1.479,0.00,0.2,0.2,4.3,0.0,2.565,0.3057,0,6b41ae38-d111e559-110747,1,25.0,OK,sbr,DynamicABS,sbr_DynamicABS_160mph_rep4_1788774584-0004_2khz.csv
02:49:57,straight,DynamicABS,DynamicABS2.pc,straight,4,180,0.0,0.0,1.0,1788774617-0005,219.6261,720.56,1.5024,5.39,180.0,219.63,1.502,0.00,0.2,0.1,4.9,0.0,2.635,0.3041,0,6b41ae38-d111e559-110747,1,27.4,OK,sbr,DynamicABS,sbr_DynamicABS_180mph_rep4_1788774617-0005_2khz.csv
02:50:50,straight,StockABS,StockABS2.pc,straight,4,60,0.0,0.0,1.0,1788774663-0001,25.6088,84.02,1.4299,1.80,60.0,25.61,1.430,0.00,0.3,0.2,1.0,0.0,1.479,0.3593,0,,0,18.4,OK,sbr,StockABS,
02:51:14,straight,StockABS,StockABS2.pc,straight,4,80,0.0,0.0,1.0,1788774688-0002,48.4045,158.81,1.3457,2.52,80.0,48.40,1.346,0.00,0.3,0.2,1.5,0.0,1.981,0.2856,0,,0,19.0,OK,sbr,StockABS,
02:51:39,straight,StockABS,StockABS2.pc,straight,4,120,0.0,0.0,1.0,1788774714-0003,115.4483,378.77,1.2700,3.96,120.0,115.45,1.270,0.00,0.3,0.2,2.2,0.0,2.685,0.2038,0,,0,19.9,OK,sbr,StockABS,
02:52:04,straight,StockABS,StockABS2.pc,straight,4,160,0.0,0.0,1.0,1788774741-0004,204.0234,669.37,1.2778,5.31,160.0,204.02,1.278,0.00,0.2,0.2,3.7,0.0,2.780,0.2289,0,,0,23.0,OK,sbr,StockABS,
02:52:33,straight,StockABS,StockABS2.pc,straight,4,180,0.0,0.0,1.0,1788774772-0005,250.4181,821.58,1.3177,5.86,180.0,250.42,1.318,0.00,0.2,0.2,4.4,0.0,2.630,0.2528,0,,0,24.8,OK,sbr,StockABS,
02:53:25,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,4,60,0.0,0.0,1.0,1788774818-0001,25.5978,83.98,1.4305,1.80,60.0,25.60,1.431,0.00,0.3,0.2,1.4,0.0,1.489,0.4691,0,,0,18.9,OK,sbr,StockABS_TC_ESC,
02:53:49,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,4,80,0.0,0.0,1.0,1788774843-0002,49.2821,161.69,1.3217,2.56,80.0,49.28,1.322,0.00,0.3,0.2,1.5,0.0,2.005,0.2912,0,,0,18.8,OK,sbr,StockABS_TC_ESC,
02:54:14,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,4,120,0.0,0.0,1.0,1788774868-0003,114.1165,374.40,1.2849,3.93,120.0,114.12,1.285,0.00,0.3,0.2,2.2,0.0,2.647,0.2036,0,,0,20.8,OK,sbr,StockABS_TC_ESC,
02:54:40,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,4,160,0.0,0.0,1.0,1788774897-0004,203.5420,667.79,1.2808,5.31,160.0,203.54,1.281,0.00,0.2,0.2,3.7,0.0,2.808,0.2308,0,,0,21.6,OK,sbr,StockABS_TC_ESC,
02:55:07,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,4,180,0.0,0.0,1.0,1788774926-0005,249.9908,820.18,1.3199,5.85,180.0,249.99,1.320,0.00,0.2,0.1,4.3,0.0,2.665,0.2478,0,,0,24.6,OK,sbr,StockABS_TC_ESC,
02:55:59,straight,DynamicABS,DynamicABS2.pc,straight,5,60,0.0,0.0,1.0,1788774972-0001,25.7576,84.51,1.4216,1.81,60.0,25.76,1.422,0.00,0.3,0.1,1.4,0.0,1.369,0.4855,0,6b41ae38-d111e559-110747,1,19.6,OK,sbr,DynamicABS,sbr_DynamicABS_60mph_rep5_1788774972-0001_2khz.csv
02:56:24,straight,DynamicABS,DynamicABS2.pc,straight,5,80,0.0,0.0,1.0,1788774998-0002,45.7251,150.02,1.4246,2.43,80.0,45.73,1.425,0.00,0.3,0.2,2.0,0.0,1.873,0.4126,0,6b41ae38-d111e559-110747,1,19.8,OK,sbr,DynamicABS,sbr_DynamicABS_80mph_rep5_1788774998-0002_2khz.csv
02:56:50,straight,DynamicABS,DynamicABS2.pc,straight,5,120,0.0,0.0,1.0,1788775024-0003,101.6481,333.49,1.4425,3.65,120.0,101.65,1.442,0.00,0.3,0.2,2.7,0.0,2.515,0.2835,0,6b41ae38-d111e559-110747,1,20.7,OK,sbr,DynamicABS,sbr_DynamicABS_120mph_rep5_1788775024-0003_2khz.csv
02:57:16,straight,DynamicABS,DynamicABS2.pc,straight,5,160,0.0,0.0,1.0,1788775053-0004,177.7971,583.32,1.4663,4.87,160.0,177.80,1.466,0.00,0.2,0.2,4.5,0.0,2.577,0.3136,0,6b41ae38-d111e559-110747,1,24.3,OK,sbr,DynamicABS,sbr_DynamicABS_160mph_rep5_1788775053-0004_2khz.csv
02:57:46,straight,DynamicABS,DynamicABS2.pc,straight,5,180,0.0,0.0,1.0,1788775085-0005,219.6023,720.48,1.5026,5.37,180.0,219.60,1.503,0.00,0.2,0.1,5.2,100.0,2.607,0.3208,0,6b41ae38-d111e559-110747,1,25.7,OK,sbr,DynamicABS,sbr_DynamicABS_180mph_rep5_1788775085-0005_2khz.csv
02:58:39,straight,StockABS,StockABS2.pc,straight,5,60,0.0,0.0,1.0,1788775132-0001,25.6407,84.12,1.4281,1.80,60.0,25.64,1.428,0.00,0.3,0.2,1.6,0.0,1.748,0.5541,0,,0,19.1,OK,sbr,StockABS,
02:59:03,straight,StockABS,StockABS2.pc,straight,5,80,0.0,0.0,1.0,1788775157-0002,48.8100,160.14,1.3345,2.53,80.0,48.81,1.335,0.00,0.3,0.2,1.5,0.0,2.004,0.2850,0,,0,18.8,OK,sbr,StockABS,
02:59:28,straight,StockABS,StockABS2.pc,straight,5,120,0.0,0.0,1.0,1788775182-0003,116.9932,383.84,1.2533,4.01,120.0,116.99,1.253,0.00,0.3,0.2,2.3,0.0,2.755,0.2073,0,,0,20.3,OK,sbr,StockABS,
02:59:54,straight,StockABS,StockABS2.pc,straight,5,160,0.0,0.0,1.0,1788775210-0004,203.1098,666.37,1.2836,5.29,160.0,203.11,1.284,0.00,0.2,0.2,4.0,0.0,2.727,0.2504,0,,0,22.5,OK,sbr,StockABS,
03:00:21,straight,StockABS,StockABS2.pc,straight,5,180,0.0,0.0,1.0,1788775240-0005,252.3295,827.85,1.3077,5.89,180.0,252.33,1.308,0.00,0.2,0.2,4.0,0.0,2.719,0.2262,0,,0,24.8,OK,sbr,StockABS,
03:01:13,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,5,60,0.0,0.0,1.0,1788775287-0001,25.6600,84.19,1.4270,1.81,60.0,25.66,1.427,0.00,0.3,0.2,1.2,0.0,1.546,0.4193,0,,0,19.0,OK,sbr,StockABS_TC_ESC,
03:01:38,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,5,80,0.0,0.0,1.0,1788775311-0002,49.0816,161.03,1.3272,2.55,80.0,49.08,1.327,0.00,0.3,0.2,1.6,0.0,2.028,0.3036,0,,0,18.2,OK,sbr,StockABS_TC_ESC,
03:02:02,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,5,120,0.0,0.0,1.0,1788775336-0003,115.6948,379.58,1.2673,3.97,120.0,115.69,1.267,0.00,0.3,0.2,2.3,0.0,2.725,0.2076,0,,0,20.1,OK,sbr,StockABS_TC_ESC,
03:02:27,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,5,160,0.0,0.0,1.0,1788775364-0004,202.9142,665.73,1.2848,5.30,160.0,202.91,1.285,0.00,0.2,0.2,3.8,0.0,2.805,0.2350,0,,0,22.6,OK,sbr,StockABS_TC_ESC,
03:02:55,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,5,180,0.0,0.0,1.0,1788775394-0005,250.0272,820.30,1.3197,5.85,180.0,250.03,1.320,0.00,0.2,0.1,4.7,0.0,2.650,0.2684,0,,0,23.5,OK,sbr,StockABS_TC_ESC,
03:03:46,straight,DynamicABS,DynamicABS2.pc,straight,6,60,0.0,0.0,1.0,1788775440-0001,26.8962,88.24,1.3615,1.86,60.0,26.90,1.361,0.00,0.3,0.1,1.6,0.0,1.410,0.5525,0,6b41ae38-d111e559-110747,1,19.9,OK,sbr,DynamicABS,sbr_DynamicABS_60mph_rep6_1788775440-0001_2khz.csv
03:04:12,straight,DynamicABS,DynamicABS2.pc,straight,6,80,0.0,0.0,1.0,1788775466-0002,45.3472,148.78,1.4364,2.43,80.0,45.35,1.436,0.00,0.3,0.2,1.7,0.0,1.885,0.3523,0,6b41ae38-d111e559-110747,1,19.2,OK,sbr,DynamicABS,sbr_DynamicABS_80mph_rep6_1788775466-0002_2khz.csv
03:04:36,straight,DynamicABS,DynamicABS2.pc,straight,6,120,0.0,0.0,1.0,1788775491-0003,101.6142,333.38,1.4430,3.66,120.0,101.61,1.443,0.00,0.3,0.2,2.6,0.0,2.483,0.2710,0,6b41ae38-d111e559-110747,1,21.8,OK,sbr,DynamicABS,sbr_DynamicABS_120mph_rep6_1788775491-0003_2khz.csv
03:05:04,straight,DynamicABS,DynamicABS2.pc,straight,6,160,0.0,0.0,1.0,1788775521-0004,176.1302,577.86,1.4802,4.80,160.0,176.13,1.480,0.00,0.2,0.2,4.4,0.0,2.623,0.3087,0,6b41ae38-d111e559-110747,1,24.2,OK,sbr,DynamicABS,sbr_DynamicABS_160mph_rep6_1788775521-0004_2khz.csv
03:05:34,straight,DynamicABS,DynamicABS2.pc,straight,6,180,0.0,0.0,1.0,1788775553-0005,219.4192,719.88,1.5038,5.40,180.0,219.42,1.504,0.00,0.2,0.1,5.2,100.0,2.607,0.3208,0,6b41ae38-d111e559-110747,1,26.9,OK,sbr,DynamicABS,sbr_DynamicABS_180mph_rep6_1788775553-0005_2khz.csv
03:06:28,straight,StockABS,StockABS2.pc,straight,6,60,0.0,0.0,1.0,1788775601-0001,25.6147,84.04,1.4296,1.80,60.0,25.61,1.430,0.00,0.3,0.2,1.1,0.0,1.526,0.3949,0,,0,19.3,OK,sbr,StockABS,
03:06:53,straight,StockABS,StockABS2.pc,straight,6,80,0.0,0.0,1.0,1788775626-0002,49.0919,161.06,1.3269,2.56,80.0,49.09,1.327,0.00,0.3,0.2,1.6,0.0,2.027,0.3027,0,,0,19.1,OK,sbr,StockABS,
03:07:17,straight,StockABS,StockABS2.pc,straight,6,120,0.0,0.0,1.0,1788775652-0003,115.8511,380.09,1.2656,3.96,120.0,115.85,1.266,0.00,0.3,0.2,2.0,0.0,2.735,0.1837,0,,0,19.4,OK,sbr,StockABS,
03:07:42,straight,StockABS,StockABS2.pc,straight,6,160,0.0,0.0,1.0,1788775679-0004,203.4087,667.35,1.2817,5.31,160.0,203.41,1.282,0.00,0.2,0.2,3.9,0.0,2.804,0.2401,0,,0,22.7,OK,sbr,StockABS,
03:08:10,straight,StockABS,StockABS2.pc,straight,6,180,0.0,0.0,1.0,1788775709-0005,250.1331,820.65,1.3192,5.86,180.0,250.13,1.319,0.00,0.2,0.1,4.7,0.0,2.609,0.2705,0,,0,24.6,OK,sbr,StockABS,
03:09:02,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,6,60,0.0,0.0,1.0,1788775755-0001,25.8044,84.66,1.4191,1.82,60.0,25.80,1.419,0.00,0.3,0.2,1.3,0.0,1.555,0.4374,0,,0,17.8,OK,sbr,StockABS_TC_ESC,
03:09:25,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,6,80,0.0,0.0,1.0,1788775779-0002,49.0704,160.99,1.3274,2.55,80.0,49.07,1.327,0.00,0.3,0.2,1.5,0.0,1.950,0.2975,0,,0,19.0,OK,sbr,StockABS_TC_ESC,
03:09:50,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,6,120,0.0,0.0,1.0,1788775805-0003,115.8383,380.05,1.2658,3.98,120.0,115.84,1.266,0.00,0.3,0.2,2.4,0.0,2.686,0.2202,0,,0,20.5,OK,sbr,StockABS_TC_ESC,
03:10:16,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,6,160,0.0,0.0,1.0,1788775833-0004,203.2585,666.86,1.2826,5.29,160.0,203.26,1.283,0.00,0.2,0.2,3.5,0.0,2.815,0.2168,0,,0,22.7,OK,sbr,StockABS_TC_ESC,
03:10:44,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,6,180,0.0,0.0,1.0,1788775863-0005,251.0622,823.69,1.3143,5.86,180.0,251.06,1.314,0.00,0.2,0.1,4.4,0.0,2.698,0.2525,0,,0,24.9,OK,sbr,StockABS_TC_ESC,
03:11:36,straight,DynamicABS,DynamicABS2.pc,straight,7,60,0.0,0.0,1.0,1788775910-0001,26.5786,87.20,1.3777,1.85,60.0,26.58,1.378,0.00,0.3,0.2,1.4,0.0,1.497,0.4676,0,6b41ae38-d111e559-110747,1,18.8,OK,sbr,DynamicABS,sbr_DynamicABS_60mph_rep7_1788775910-0001_2khz.csv
03:12:01,straight,DynamicABS,DynamicABS2.pc,straight,7,80,0.0,0.0,1.0,1788775935-0002,45.2621,148.50,1.4391,2.42,80.0,45.26,1.439,0.00,0.3,0.2,1.4,0.0,1.937,0.2884,0,6b41ae38-d111e559-110747,1,18.9,OK,sbr,DynamicABS,sbr_DynamicABS_80mph_rep7_1788775935-0002_2khz.csv
03:12:25,straight,DynamicABS,DynamicABS2.pc,straight,7,120,0.0,0.0,1.0,1788775960-0003,101.8777,334.24,1.4392,3.66,120.0,101.88,1.439,0.00,0.3,0.2,2.6,0.0,2.544,0.2694,0,6b41ae38-d111e559-110747,1,21.9,OK,sbr,DynamicABS,sbr_DynamicABS_120mph_rep7_1788775960-0003_2khz.csv
03:12:53,straight,DynamicABS,DynamicABS2.pc,straight,7,160,0.0,0.0,1.0,1788775990-0004,176.1722,577.99,1.4798,4.83,160.0,176.17,1.480,0.00,0.2,0.2,4.2,0.0,2.635,0.2949,0,6b41ae38-d111e559-110747,1,24.6,OK,sbr,DynamicABS,sbr_DynamicABS_160mph_rep7_1788775990-0004_2khz.csv
03:13:23,straight,DynamicABS,DynamicABS2.pc,straight,7,180,0.0,0.0,1.0,1788776023-0005,219.7815,721.07,1.5013,5.40,180.0,219.78,1.501,0.00,0.2,0.1,5.5,100.0,2.585,0.3423,0,6b41ae38-d111e559-110747,1,27.2,OK,sbr,DynamicABS,sbr_DynamicABS_180mph_rep7_1788776023-0005_2khz.csv
03:14:16,straight,StockABS,StockABS2.pc,straight,7,60,0.0,0.0,1.0,1788776069-0001,25.5797,83.92,1.4315,1.80,60.0,25.58,1.432,0.00,0.3,0.2,1.3,0.0,1.595,0.4404,0,,0,19.1,OK,sbr,StockABS,
03:14:41,straight,StockABS,StockABS2.pc,straight,7,80,0.0,0.0,1.0,1788776095-0002,48.7721,160.01,1.3356,2.54,80.0,48.77,1.336,0.00,0.3,0.2,1.6,0.0,2.032,0.3158,0,,0,19.0,OK,sbr,StockABS,
03:15:05,straight,StockABS,StockABS2.pc,straight,7,120,0.0,0.0,1.0,1788776122-0003,115.8407,380.05,1.2657,3.97,120.0,115.84,1.266,0.00,0.3,0.2,2.4,0.0,2.735,0.2222,0,,0,22.2,OK,sbr,StockABS,
03:15:33,straight,StockABS,StockABS2.pc,straight,7,160,0.0,0.0,1.0,1788776152-0004,202.4782,664.30,1.2876,5.29,160.0,202.48,1.288,0.00,0.2,0.2,3.7,0.0,2.757,0.2313,0,,0,24.8,OK,sbr,StockABS,
03:16:04,straight,StockABS,StockABS2.pc,straight,7,180,0.0,0.0,1.0,1788776184-0005,250.5851,822.13,1.3168,5.86,180.0,250.59,1.317,0.00,0.2,0.2,4.1,0.0,2.721,0.2361,0,,0,25.3,OK,sbr,StockABS,
03:16:56,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,7,60,0.0,0.0,1.0,1788776231-0001,25.4658,83.55,1.4380,1.80,60.0,25.47,1.438,0.00,0.3,0.2,1.2,0.0,1.495,0.4043,0,,0,20.2,OK,sbr,StockABS_TC_ESC,
03:17:22,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,7,80,0.0,0.0,1.0,1788776256-0002,49.1527,161.26,1.3252,2.55,80.0,49.15,1.325,0.00,0.3,0.2,1.5,0.0,2.004,0.2858,0,,0,20.5,OK,sbr,StockABS_TC_ESC,
03:17:48,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,7,120,0.0,0.0,1.0,1788776283-0003,116.4338,382.00,1.2593,3.98,120.0,116.43,1.259,0.00,0.3,0.2,2.2,0.0,2.735,0.2049,0,,0,21.8,OK,sbr,StockABS_TC_ESC,
03:18:15,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,7,160,0.0,0.0,1.0,1788776313-0004,203.5840,667.93,1.2806,5.30,160.0,203.58,1.281,0.00,0.2,0.2,3.7,0.0,2.803,0.2293,0,,0,23.5,OK,sbr,StockABS_TC_ESC,
03:18:44,straight,StockABS_TC_ESC,StockABSTCESC2.pc,straight,7,180,0.0,0.0,1.0,1788776342-0005,251.3830,824.75,1.3126,5.86,180.0,251.38,1.313,0.00,0.2,0.2,4.2,0.0,2.683,0.2380,0,,0,23.1,OK,sbr,StockABS_TC_ESC,
