ts,phase,car,config,mode,rep,mph,steer1,steer2,brake,runID,dist_m,dist_ft,avg_g,duration_s,actual_start_mph,arc_m,arc_g,steer_input,wheel_angle_deg,understeer_deg,yaw_deg,acs,yaw_rms,yaw_ratio,dmg,codekey,tele_files,wall_s,status,build,controller,trace_2khz
21:21:24,shootout,etk800,DynamicABS1.pc,straight,3,120,0.0,0.0,1.0,1788754902-0006,124.4368,408.26,1.1783,4.52,120.0,124.44,1.178,0.00,0.2,0.2,2.2,0.0,2.492,0.1968,0,c71b1a18-63bbf815-63560,1,23.9,OK,V1.12,DynamicABS,V1.12_DynamicABS_120mph_rep3_1788754902-0006_2khz.csv
21:22:16,shootout,etk800,DynamicABS1.pc,straight,1,60,0.0,0.0,1.0,1788754951-0001,32.3332,106.08,1.1325,2.27,60.0,32.33,1.133,0.00,0.2,0.1,0.9,0.0,1.132,0.3398,0,42ffe873-c27128b4-64110,1,21.2,OK,V1.15,DynamicABS,V1.15_DynamicABS_60mph_rep1_1788754951-0001_2khz.csv
21:22:43,shootout,etk800,DynamicABS1.pc,straight,2,60,0.0,0.0,1.0,1788754978-0002,31.8798,104.59,1.1486,2.25,60.0,31.88,1.149,0.00,0.2,0.1,0.9,0.0,1.131,0.3153,0,42ffe873-c27128b4-64110,1,21.6,OK,V1.15,DynamicABS,V1.15_DynamicABS_60mph_rep2_1788754978-0002_2khz.csv
21:23:10,shootout,etk800,DynamicABS1.pc,straight,3,60,0.0,0.0,1.0,1788755005-0003,31.7954,104.32,1.1517,2.25,60.0,31.80,1.152,0.00,0.2,0.1,0.9,0.0,1.108,0.3233,0,42ffe873-c27128b4-64110,1,21.9,OK,V1.15,DynamicABS,V1.15_DynamicABS_60mph_rep3_1788755005-0003_2khz.csv
21:23:38,shootout,etk800,DynamicABS1.pc,straight,1,120,0.0,0.0,1.0,1788755035-0004,126.2178,414.10,1.1617,4.55,120.0,126.22,1.162,0.00,0.2,0.2,2.1,0.0,2.493,0.1873,0,42ffe873-c27128b4-64110,1,23.7,OK,V1.15,DynamicABS,V1.15_DynamicABS_120mph_rep1_1788755035-0004_2khz.csv
21:24:07,shootout,etk800,DynamicABS1.pc,straight,2,120,0.0,0.0,1.0,1788755065-0005,125.3762,411.34,1.1695,4.54,120.0,125.38,1.169,0.00,0.2,0.2,2.2,0.0,2.508,0.1915,0,42ffe873-c27128b4-64110,1,24.8,OK,V1.15,DynamicABS,V1.15_DynamicABS_120mph_rep2_1788755065-0005_2khz.csv
21:24:38,shootout,etk800,DynamicABS1.pc,straight,3,120,0.0,0.0,1.0,1788755096-0006,124.3899,408.10,1.1787,4.52,120.0,124.39,1.179,0.00,0.2,0.2,2.2,0.0,2.511,0.1913,0,42ffe873-c27128b4-64110,1,25.0,OK,V1.15,DynamicABS,V1.15_DynamicABS_120mph_rep3_1788755096-0006_2khz.csv
21:25:32,shootout,etk800,DynamicABS1.pc,straight,1,60,0.0,0.0,1.0,1788755147-0001,32.2055,105.66,1.1370,2.29,60.0,32.21,1.137,0.00,0.2,0.2,0.7,0.0,1.171,0.2476,0,b5b962f3-aff03c3a-118396,1,21.6,OK,V1.16,DynamicABS,V1.16_DynamicABS_60mph_rep1_1788755147-0001_2khz.csv
21:25:59,shootout,etk800,DynamicABS1.pc,straight,2,60,0.0,0.0,1.0,1788755173-0002,32.2039,105.66,1.1371,2.29,60.0,32.20,1.137,0.00,0.2,0.1,0.8,0.0,1.143,0.2952,0,b5b962f3-aff03c3a-118396,1,20.1,OK,V1.16,DynamicABS,V1.16_DynamicABS_60mph_rep2_1788755173-0002_2khz.csv
21:26:25,shootout,etk800,DynamicABS1.pc,straight,3,60,0.0,0.0,1.0,1788755201-0003,31.9610,104.86,1.1457,2.28,60.0,31.96,1.146,0.00,0.2,0.1,0.8,0.0,1.137,0.2958,0,b5b962f3-aff03c3a-118396,1,21.9,OK,V1.16,DynamicABS,V1.16_DynamicABS_60mph_rep3_1788755201-0003_2khz.csv
21:26:52,shootout,etk800,DynamicABS1.pc,straight,1,120,0.0,0.0,1.0,1788755229-0004,123.3631,404.73,1.1886,4.51,120.0,123.36,1.189,0.00,0.2,0.2,1.9,0.0,2.592,0.1693,0,b5b962f3-aff03c3a-118396,1,23.7,OK,V1.16,DynamicABS,V1.16_DynamicABS_120mph_rep1_1788755229-0004_2khz.csv
21:27:21,shootout,etk800,DynamicABS1.pc,straight,2,120,0.0,0.0,1.0,1788755258-0005,123.5003,405.18,1.1872,4.52,120.0,123.50,1.187,0.00,0.2,0.2,2.1,0.0,2.571,0.1810,0,b5b962f3-aff03c3a-118396,1,23.4,OK,V1.16,DynamicABS,V1.16_DynamicABS_120mph_rep2_1788755258-0005_2khz.csv
21:27:50,shootout,etk800,DynamicABS1.pc,straight,3,120,0.0,0.0,1.0,1788755287-0006,124.3553,407.99,1.1791,4.53,120.0,124.36,1.179,0.00,0.2,0.2,2.0,0.0,2.573,0.1752,0,b5b962f3-aff03c3a-118396,1,23.7,OK,V1.16,DynamicABS,V1.16_DynamicABS_120mph_rep3_1788755287-0006_2khz.csv
21:28:43,shootout,etk800,DynamicABS1.pc,straight,1,60,0.0,0.0,1.0,1788755337-0001,32.3492,106.13,1.1320,2.27,60.0,32.35,1.132,0.00,0.2,0.1,1.0,0.0,1.081,0.3535,0,8e0fb107-d63891d2-67605,1,20.3,OK,V1.17,DynamicABS,V1.17_DynamicABS_60mph_rep1_1788755337-0001_2khz.csv
21:29:09,shootout,etk800,DynamicABS1.pc,straight,2,60,0.0,0.0,1.0,1788755365-0002,32.3823,106.24,1.1308,2.27,60.0,32.38,1.131,0.00,0.2,0.1,0.9,0.0,1.099,0.3429,0,8e0fb107-d63891d2-67605,1,21.9,OK,V1.17,DynamicABS,V1.17_DynamicABS_60mph_rep2_1788755365-0002_2khz.csv
21:29:37,shootout,etk800,DynamicABS1.pc,straight,3,60,0.0,0.0,1.0,1788755394-0003,32.2451,105.79,1.1356,2.27,60.0,32.25,1.136,0.00,0.2,0.1,0.9,0.0,1.088,0.3305,0,8e0fb107-d63891d2-67605,1,24.7,OK,V1.17,DynamicABS,V1.17_DynamicABS_60mph_rep3_1788755394-0003_2khz.csv
21:30:08,shootout,etk800,DynamicABS1.pc,straight,1,120,0.0,0.0,1.0,1788755426-0004,125.2916,411.06,1.1703,4.54,120.0,125.29,1.170,0.00,0.2,0.2,2.2,0.0,2.500,0.1969,0,8e0fb107-d63891d2-67605,1,27.5,OK,V1.17,DynamicABS,V1.17_DynamicABS_120mph_rep1_1788755426-0004_2khz.csv
21:30:41,shootout,etk800,DynamicABS1.pc,straight,2,120,0.0,0.0,1.0,1788755460-0005,125.2514,410.93,1.1706,4.54,120.0,125.25,1.171,0.00,0.2,0.2,2.3,0.0,2.514,0.1998,0,8e0fb107-d63891d2-67605,1,25.7,OK,V1.17,DynamicABS,V1.17_DynamicABS_120mph_rep2_1788755460-0005_2khz.csv
21:31:12,shootout,etk800,DynamicABS1.pc,straight,3,120,0.0,0.0,1.0,1788755490-0006,124.9405,409.91,1.1736,4.53,120.0,124.94,1.174,0.00,0.2,0.2,2.1,0.0,2.510,0.1868,0,8e0fb107-d63891d2-67605,1,24.9,OK,V1.17,DynamicABS,V1.17_DynamicABS_120mph_rep3_1788755490-0006_2khz.csv
21:32:05,shootout,etk800,DynamicABS1.pc,straight,1,60,0.0,0.0,1.0,1788755539-0001,32.0954,105.30,1.1409,2.26,60.0,32.10,1.141,0.00,0.2,0.1,0.9,0.0,1.101,0.3317,0,133256cc-dfc3a81f-72166,1,20.8,OK,V1.44,DynamicABS,V1.44_DynamicABS_60mph_rep1_1788755539-0001_2khz.csv
21:32:32,shootout,etk800,DynamicABS1.pc,straight,2,60,0.0,0.0,1.0,1788755566-0002,32.2635,105.85,1.1350,2.26,60.0,32.26,1.135,0.00,0.2,0.1,0.9,0.0,1.117,0.3088,0,133256cc-dfc3a81f-72166,1,20.2,OK,V1.44,DynamicABS,V1.44_DynamicABS_60mph_rep2_1788755566-0002_2khz.csv
21:32:58,shootout,etk800,DynamicABS1.pc,straight,3,60,0.0,0.0,1.0,1788755592-0003,31.8003,104.33,1.1515,2.25,60.0,31.80,1.151,0.00,0.2,0.1,0.9,0.0,1.158,0.3348,0,133256cc-dfc3a81f-72166,1,19.9,OK,V1.44,DynamicABS,V1.44_DynamicABS_60mph_rep3_1788755592-0003_2khz.csv
21:33:23,shootout,etk800,DynamicABS1.pc,straight,1,120,0.0,0.0,1.0,1788755620-0004,124.5208,408.53,1.1775,4.53,120.0,124.52,1.178,0.00,0.2,0.2,2.1,0.0,2.509,0.1889,0,133256cc-dfc3a81f-72166,1,24.0,OK,V1.44,DynamicABS,V1.44_DynamicABS_120mph_rep1_1788755620-0004_2khz.csv
21:33:52,shootout,etk800,DynamicABS1.pc,straight,2,120,0.0,0.0,1.0,1788755649-0005,125.8505,412.90,1.1651,4.55,120.0,125.85,1.165,0.00,0.2,0.2,2.3,0.0,2.491,0.2005,0,133256cc-dfc3a81f-72166,1,23.2,OK,V1.44,DynamicABS,V1.44_DynamicABS_120mph_rep2_1788755649-0005_2khz.csv
21:34:21,shootout,etk800,DynamicABS1.pc,straight,3,120,0.0,0.0,1.0,1788755678-0006,124.6625,409.00,1.1762,4.53,120.0,124.66,1.176,0.00,0.2,0.2,2.1,0.0,2.521,0.1884,0,133256cc-dfc3a81f-72166,1,24.7,OK,V1.44,DynamicABS,V1.44_DynamicABS_120mph_rep3_1788755678-0006_2khz.csv
21:35:12,shootout,etk800,DynamicABS1.pc,straight,1,60,0.0,0.0,1.0,1788755726-0001,34.2430,112.35,1.0694,2.36,60.0,34.24,1.069,0.00,0.2,0.1,0.9,0.0,0.966,0.3329,0,fb116678-dd0d6d5b-75641,1,19.7,OK,V1.79,DynamicABS,V1.79_DynamicABS_60mph_rep1_1788755726-0001_2khz.csv
21:35:38,shootout,etk800,DynamicABS1.pc,straight,2,60,0.0,0.0,1.0,1788755753-0002,33.5368,110.03,1.0919,2.34,60.0,33.54,1.092,0.00,0.2,0.1,0.8,0.0,1.019,0.3015,0,fb116678-dd0d6d5b-75641,1,21.4,OK,V1.79,DynamicABS,V1.79_DynamicABS_60mph_rep2_1788755753-0002_2khz.csv
21:36:04,shootout,etk800,DynamicABS1.pc,straight,3,60,0.0,0.0,1.0,1788755780-0003,33.6021,110.24,1.0898,2.34,60.0,33.60,1.090,0.00,0.2,0.1,0.8,0.0,1.022,0.2916,0,fb116678-dd0d6d5b-75641,1,21.5,OK,V1.79,DynamicABS,V1.79_DynamicABS_60mph_rep3_1788755780-0003_2khz.csv
21:36:32,shootout,etk800,DynamicABS1.pc,straight,1,120,0.0,0.0,1.0,1788755808-0004,131.9381,432.87,1.1113,4.68,120.0,131.94,1.111,0.00,0.2,0.2,2.0,0.0,2.192,0.1866,0,fb116678-dd0d6d5b-75641,1,24.2,OK,V1.79,DynamicABS,V1.79_DynamicABS_120mph_rep1_1788755808-0004_2khz.csv
21:37:01,shootout,etk800,DynamicABS1.pc,straight,2,120,0.0,0.0,1.0,1788755838-0005,131.5117,431.47,1.1149,4.67,120.0,131.51,1.115,0.00,0.2,0.2,1.9,0.0,2.216,0.1775,0,fb116678-dd0d6d5b-75641,1,24.0,OK,V1.79,DynamicABS,V1.79_DynamicABS_120mph_rep2_1788755838-0005_2khz.csv
21:37:31,shootout,etk800,DynamicABS1.pc,straight,3,120,0.0,0.0,1.0,1788755868-0006,131.1769,430.37,1.1178,4.67,120.0,131.18,1.118,0.00,0.2,0.2,2.0,0.0,2.194,0.1887,0,fb116678-dd0d6d5b-75641,1,23.4,OK,V1.79,DynamicABS,V1.79_DynamicABS_120mph_rep3_1788755868-0006_2khz.csv
21:38:21,shootout,etk800,DynamicABS1.pc,straight,1,60,0.0,0.0,1.0,1788755915-0001,32.3555,106.15,1.1317,2.28,60.0,32.36,1.132,0.00,0.2,0.1,1.2,0.0,1.155,0.4199,0,4a378fe8-b5c96175-87710,1,19.8,OK,V2.23,DynamicABS,V2.23_DynamicABS_60mph_rep1_1788755915-0001_2khz.csv
21:38:46,shootout,etk800,DynamicABS1.pc,straight,2,60,0.0,0.0,1.0,1788755941-0002,31.7245,104.08,1.1543,2.25,60.0,31.72,1.154,0.00,0.2,0.1,1.0,0.0,1.192,0.3579,0,4a378fe8-b5c96175-87710,1,20.2,OK,V2.23,DynamicABS,V2.23_DynamicABS_60mph_rep2_1788755941-0002_2khz.csv
21:39:12,shootout,etk800,DynamicABS1.pc,straight,3,60,0.0,0.0,1.0,1788755966-0003,31.7476,104.16,1.1534,2.26,60.0,31.75,1.153,0.00,0.2,0.1,1.0,0.0,1.128,0.3710,0,4a378fe8-b5c96175-87710,1,21.0,OK,V2.23,DynamicABS,V2.23_DynamicABS_60mph_rep3_1788755966-0003_2khz.csv
21:39:39,shootout,etk800,DynamicABS1.pc,straight,1,120,0.0,0.0,1.0,1788755995-0004,123.8135,406.21,1.1842,4.52,120.0,123.81,1.184,0.00,0.2,0.2,2.1,0.0,2.559,0.1875,0,4a378fe8-b5c96175-87710,1,23.0,OK,V2.23,DynamicABS,V2.23_DynamicABS_120mph_rep1_1788755995-0004_2khz.csv
21:40:07,shootout,etk800,DynamicABS1.pc,straight,2,120,0.0,0.0,1.0,1788756023-0005,124.9867,410.06,1.1731,4.53,120.0,124.99,1.173,0.00,0.2,0.2,2.2,0.0,2.549,0.1926,0,4a378fe8-b5c96175-87710,1,23.5,OK,V2.23,DynamicABS,V2.23_DynamicABS_120mph_rep2_1788756023-0005_2khz.csv
21:40:35,shootout,etk800,DynamicABS1.pc,straight,3,120,0.0,0.0,1.0,1788756052-0006,125.5235,411.82,1.1681,4.54,120.0,125.52,1.168,0.00,0.2,0.2,2.2,0.0,2.542,0.1937,0,4a378fe8-b5c96175-87710,1,23.1,OK,V2.23,DynamicABS,V2.23_DynamicABS_120mph_rep3_1788756052-0006_2khz.csv
21:41:27,shootout,etk800,StockABS1.pc,straight,1,60,0.0,0.0,1.0,1788756102-0001,33.0955,108.58,1.1064,2.33,60.0,33.10,1.106,0.00,0.2,0.1,0.9,0.0,1.123,0.3063,0,,0,21.3,OK,stock_ref_10,StockABS,
21:41:54,shootout,etk800,StockABS1.pc,straight,2,60,0.0,0.0,1.0,1788756130-0002,32.5703,106.86,1.1243,2.30,60.0,32.57,1.124,0.00,0.2,0.2,0.8,0.0,1.130,0.2710,0,,0,22.1,OK,stock_ref_10,StockABS,
21:42:22,shootout,etk800,StockABS1.pc,straight,3,60,0.0,0.0,1.0,1788756159-0003,33.2331,109.03,1.1019,2.33,60.0,33.23,1.102,0.00,0.2,0.1,0.9,0.0,1.126,0.3199,0,,0,22.2,OK,stock_ref_10,StockABS,
21:42:51,shootout,etk800,StockABS1.pc,straight,1,120,0.0,0.0,1.0,1788756189-0004,124.8771,409.70,1.1741,4.54,120.0,124.88,1.174,0.00,0.2,0.2,1.9,0.0,2.605,0.1640,0,,0,25.0,OK,stock_ref_10,StockABS,
21:43:21,shootout,etk800,StockABS1.pc,straight,2,120,0.0,0.0,1.0,1788756220-0005,126.8629,416.22,1.1558,4.58,120.0,126.86,1.156,0.00,0.2,0.2,2.2,0.0,2.526,0.1917,0,,0,25.9,OK,stock_ref_10,StockABS,
21:43:53,shootout,etk800,StockABS1.pc,straight,3,120,0.0,0.0,1.0,1788756252-0006,126.8120,416.05,1.1562,4.57,120.0,126.81,1.156,0.00,0.2,0.2,1.9,0.0,2.568,0.1671,0,,0,25.4,OK,stock_ref_10,StockABS,
21:44:45,shootout,etk800,DynamicABS1.pc,straight,1,60,0.0,0.0,1.0,1788756300-0001,32.1086,105.34,1.1404,2.27,60.0,32.11,1.140,0.00,0.2,0.1,1.2,0.0,1.142,0.4285,0,c570ad76-bce8ac37-86679,1,21.6,OK,V2.53,DynamicABS,V2.53_DynamicABS_60mph_rep1_1788756300-0001_2khz.csv
21:45:13,shootout,etk800,DynamicABS1.pc,straight,2,60,0.0,0.0,1.0,1788756327-0002,32.0577,105.18,1.1422,2.27,60.0,32.06,1.142,0.00,0.2,0.1,1.2,0.0,1.131,0.4256,0,c570ad76-bce8ac37-86679,1,20.9,OK,V2.53,DynamicABS,V2.53_DynamicABS_60mph_rep2_1788756327-0002_2khz.csv
21:45:39,shootout,etk800,DynamicABS1.pc,straight,3,60,0.0,0.0,1.0,1788756354-0003,32.1069,105.34,1.1405,2.26,60.0,32.11,1.140,0.00,0.2,0.1,1.1,0.0,1.122,0.3979,0,c570ad76-bce8ac37-86679,1,20.1,OK,V2.53,DynamicABS,V2.53_DynamicABS_60mph_rep3_1788756354-0003_2khz.csv
21:46:04,shootout,etk800,DynamicABS1.pc,straight,1,120,0.0,0.0,1.0,1788756380-0004,124.3595,408.00,1.1790,4.51,120.0,124.36,1.179,0.00,0.2,0.2,2.4,0.0,2.472,0.2179,0,c570ad76-bce8ac37-86679,1,22.8,OK,V2.53,DynamicABS,V2.53_DynamicABS_120mph_rep1_1788756380-0004_2khz.csv
21:46:33,shootout,etk800,DynamicABS1.pc,straight,2,120,0.0,0.0,1.0,1788756409-0005,125.5043,411.76,1.1683,4.55,120.0,125.51,1.168,0.00,0.2,0.2,2.4,0.0,2.442,0.2088,0,c570ad76-bce8ac37-86679,1,22.8,OK,V2.53,DynamicABS,V2.53_DynamicABS_120mph_rep2_1788756409-0005_2khz.csv
21:47:01,shootout,etk800,DynamicABS1.pc,straight,3,120,0.0,0.0,1.0,1788756437-0006,124.8332,409.56,1.1746,4.54,120.0,124.83,1.175,0.00,0.2,0.2,2.1,0.0,2.475,0.1881,0,c570ad76-bce8ac37-86679,1,22.8,OK,V2.53,DynamicABS,V2.53_DynamicABS_120mph_rep3_1788756437-0006_2khz.csv
