ts,phase,car,config,mode,rep,mph,steer1,steer2,brake,runID,dist_m,dist_ft,avg_g,duration_s,actual_start_mph,arc_m,arc_g,steer_input,wheel_angle_deg,understeer_deg,yaw_deg,acs,yaw_rms,yaw_ratio,dmg,codekey,tele_files,wall_s,status,build,controller,trace_2khz
00:52:36,corner,etk800,StockABS1.pc,single,1,60,-0.2,0.0,1.0,1788767571-0001,43.4261,142.47,0.8432,2.99,60.0,45.52,0.804,0.20,6.1,2.4,56.5,92.7,20.753,0.5416,0,,0,22.0,OK,stock_ref_0,StockABS,
00:52:58,corner,etk800,StockABS1.pc,single,2,60,-0.2,0.0,1.0,1788767593-0002,42.1692,138.35,0.8684,2.88,60.0,43.81,0.836,0.20,6.1,2.6,50.8,93.9,21.665,0.5093,0,,0,21.9,OK,stock_ref_0,StockABS,
00:53:20,corner,etk800,StockABS1.pc,single,3,60,-0.2,0.0,1.0,1788767615-0003,43.6550,143.23,0.8388,3.03,60.0,45.88,0.798,0.20,6.1,2.4,57.7,92.5,20.574,0.5470,0,,0,22.5,OK,stock_ref_0,StockABS,
00:53:42,corner,etk800,StockABS1.pc,single,1,60,-0.5,0.0,1.0,1788767637-0004,45.7177,149.99,0.8010,3.23,60.0,49.26,0.743,0.50,15.9,10.7,76.3,90.6,84.135,0.2507,0,,0,21.4,OK,stock_ref_0,StockABS,
00:54:03,corner,etk800,StockABS1.pc,single,2,60,-0.5,0.0,1.0,1788767658-0005,46.1614,151.45,0.7933,3.30,60.0,50.16,0.730,0.50,16.0,10.6,80.2,90.2,83.721,0.2565,0,,0,20.8,OK,stock_ref_0,StockABS,
00:54:24,corner,etk800,StockABS1.pc,single,3,60,-0.5,0.0,1.0,1788767679-0006,47.0267,154.29,0.7787,3.33,60.0,51.09,0.717,0.50,15.9,10.5,80.4,89.4,83.656,0.2563,0,,0,21.2,OK,stock_ref_0,StockABS,
00:54:45,corner,etk800,StockABS1.pc,single,1,60,-1.0,0.0,1.0,1788767700-0007,49.9167,163.77,0.7336,3.54,60.0,54.30,0.674,1.00,34.4,28.6,84.6,84.4,232.156,0.1049,0,,0,21.1,OK,stock_ref_0,StockABS,
00:55:06,corner,etk800,StockABS1.pc,single,2,60,-1.0,0.0,1.0,1788767721-0008,49.9496,163.88,0.7331,3.53,60.0,54.25,0.675,1.00,34.4,28.6,83.7,84.4,231.698,0.1042,0,,0,20.3,OK,stock_ref_0,StockABS,
00:55:27,corner,etk800,StockABS1.pc,single,3,60,-1.0,0.0,1.0,1788767742-0009,50.2562,164.88,0.7286,3.58,60.0,54.83,0.668,1.00,34.3,28.5,86.2,83.8,231.239,0.1062,0,,0,21.0,OK,stock_ref_0,StockABS,
00:56:09,corner,etk800,DynamicABS1.pc,single,1,60,-0.2,0.0,1.0,1788767784-0001,39.1843,128.56,0.9345,2.70,60.0,40.59,0.902,0.20,6.0,2.2,50.5,97.1,20.370,0.5489,0,b72db3f3-fdcd1264-71030,1,20.9,OK,V1.39,DynamicABS,V1.39_DynamicABS_s0.20_b1.00_rep1_1788767784-0001_2khz.csv
00:56:30,corner,etk800,DynamicABS1.pc,single,2,60,-0.2,0.0,1.0,1788767804-0002,39.5123,129.63,0.9267,2.72,60.0,40.95,0.894,0.20,6.0,2.2,50.7,96.7,20.310,0.5511,0,b72db3f3-fdcd1264-71030,1,22.0,OK,V1.39,DynamicABS,V1.39_DynamicABS_s0.20_b1.00_rep2_1788767804-0002_2khz.csv
00:56:52,corner,etk800,DynamicABS1.pc,single,3,60,-0.2,0.0,1.0,1788767827-0003,39.3388,129.06,0.9308,2.71,60.0,40.80,0.898,0.20,6.0,2.2,51.2,96.9,20.259,0.5555,0,b72db3f3-fdcd1264-71030,1,21.0,OK,V1.39,DynamicABS,V1.39_DynamicABS_s0.20_b1.00_rep3_1788767827-0003_2khz.csv
00:57:13,corner,etk800,DynamicABS1.pc,single,1,60,-0.5,0.0,1.0,1788767848-0004,48.3291,158.56,0.7577,3.47,60.0,53.84,0.680,0.50,15.8,9.5,94.8,88.3,82.278,0.2869,0,b72db3f3-fdcd1264-71030,1,20.7,OK,V1.39,DynamicABS,V1.39_DynamicABS_s0.50_b1.00_rep1_1788767848-0004_2khz.csv
00:57:33,corner,etk800,DynamicABS1.pc,single,2,60,-0.5,0.0,1.0,1788767869-0005,47.4489,155.67,0.7717,3.41,60.0,52.60,0.696,0.50,16.0,9.7,92.6,89.0,83.096,0.2821,0,b72db3f3-fdcd1264-71030,1,22.2,OK,V1.39,DynamicABS,V1.39_DynamicABS_s0.50_b1.00_rep2_1788767869-0005_2khz.csv
00:57:56,corner,etk800,DynamicABS1.pc,single,3,60,-0.5,0.0,1.0,1788767891-0006,47.3633,155.39,0.7731,3.40,60.0,52.48,0.698,0.50,16.0,9.7,92.5,89.1,82.964,0.2828,0,b72db3f3-fdcd1264-71030,1,21.9,OK,V1.39,DynamicABS,V1.39_DynamicABS_s0.50_b1.00_rep3_1788767891-0006_2khz.csv
00:58:17,corner,etk800,DynamicABS1.pc,single,1,60,-1.0,0.0,1.0,1788767913-0007,47.1810,154.79,0.7761,3.42,60.0,51.86,0.706,1.00,34.5,27.1,94.0,89.3,229.749,0.1213,0,b72db3f3-fdcd1264-71030,1,22.0,OK,V1.39,DynamicABS,V1.39_DynamicABS_s1.00_b1.00_rep1_1788767913-0007_2khz.csv
00:58:39,corner,etk800,DynamicABS1.pc,single,2,60,-1.0,0.0,1.0,1788767935-0008,47.9139,157.20,0.7642,3.46,60.0,52.76,0.694,1.00,34.2,26.9,94.8,88.7,228.740,0.1219,0,b72db3f3-fdcd1264-71030,1,21.9,OK,V1.39,DynamicABS,V1.39_DynamicABS_s1.00_b1.00_rep2_1788767935-0008_2khz.csv
00:59:01,corner,etk800,DynamicABS1.pc,single,3,60,-1.0,0.0,1.0,1788767956-0009,47.6341,156.28,0.7687,3.44,60.0,52.45,0.698,1.00,34.2,26.8,94.7,88.9,227.960,0.1226,0,b72db3f3-fdcd1264-71030,1,21.6,OK,V1.39,DynamicABS,V1.39_DynamicABS_s1.00_b1.00_rep3_1788767956-0009_2khz.csv
00:59:45,corner,etk800,DynamicABS1.pc,single,1,60,-0.2,0.0,1.0,1788768000-0001,38.2801,125.59,0.9566,2.66,60.0,39.58,0.925,0.20,6.1,2.2,49.6,98.1,20.425,0.5492,0,2c4c7c3d-04b54b4c-71142,1,20.9,OK,V1.40,DynamicABS,V1.40_DynamicABS_s0.20_b1.00_rep1_1788768000-0001_2khz.csv
01:00:06,corner,etk800,DynamicABS1.pc,single,2,60,-0.2,0.0,1.0,1788768020-0002,38.2295,125.42,0.9578,2.65,60.0,39.50,0.927,0.20,6.1,2.3,49.1,98.1,20.499,0.5464,0,2c4c7c3d-04b54b4c-71142,1,21.5,OK,V1.40,DynamicABS,V1.40_DynamicABS_s0.20_b1.00_rep2_1788768020-0002_2khz.csv
01:00:27,corner,etk800,DynamicABS1.pc,single,3,60,-0.2,0.0,1.0,1788768042-0003,38.3787,125.91,0.9541,2.65,60.0,39.62,0.924,0.20,6.0,2.3,48.3,98.0,20.696,0.5367,0,2c4c7c3d-04b54b4c-71142,1,22.4,OK,V1.40,DynamicABS,V1.40_DynamicABS_s0.20_b1.00_rep3_1788768042-0003_2khz.csv
01:00:49,corner,etk800,DynamicABS1.pc,single,1,60,-0.5,0.0,1.0,1788768064-0004,46.8910,153.84,0.7809,3.35,60.0,51.64,0.709,0.50,15.9,9.7,89.6,89.5,82.668,0.2803,0,2c4c7c3d-04b54b4c-71142,1,21.2,OK,V1.40,DynamicABS,V1.40_DynamicABS_s0.50_b1.00_rep1_1788768064-0004_2khz.csv
01:01:11,corner,etk800,DynamicABS1.pc,single,2,60,-0.5,0.0,1.0,1788768085-0005,46.9486,154.03,0.7800,3.35,60.0,51.73,0.708,0.50,15.9,9.7,89.9,89.5,82.660,0.2810,0,2c4c7c3d-04b54b4c-71142,1,20.2,OK,V1.40,DynamicABS,V1.40_DynamicABS_s0.50_b1.00_rep2_1788768085-0005_2khz.csv
01:01:31,corner,etk800,DynamicABS1.pc,single,3,60,-0.5,0.0,1.0,1788768105-0006,46.5376,152.68,0.7869,3.33,60.0,51.20,0.715,0.50,16.0,9.8,89.4,89.8,83.218,0.2789,0,2c4c7c3d-04b54b4c-71142,1,21.0,OK,V1.40,DynamicABS,V1.40_DynamicABS_s0.50_b1.00_rep3_1788768105-0006_2khz.csv
01:01:52,corner,etk800,DynamicABS1.pc,single,1,60,-1.0,0.0,1.0,1788768126-0007,46.5632,152.77,0.7864,3.35,60.0,50.87,0.720,1.00,34.5,27.3,90.6,89.8,230.199,0.1191,0,2c4c7c3d-04b54b4c-71142,1,21.7,OK,V1.40,DynamicABS,V1.40_DynamicABS_s1.00_b1.00_rep1_1788768126-0007_2khz.csv
01:02:13,corner,etk800,DynamicABS1.pc,single,2,60,-1.0,0.0,1.0,1788768147-0008,47.2892,155.15,0.7743,3.39,60.0,51.68,0.708,1.00,34.1,27.0,90.8,89.2,228.066,0.1199,0,2c4c7c3d-04b54b4c-71142,1,20.8,OK,V1.40,DynamicABS,V1.40_DynamicABS_s1.00_b1.00_rep2_1788768147-0008_2khz.csv
01:02:34,corner,etk800,DynamicABS1.pc,single,3,60,-1.0,0.0,1.0,1788768169-0009,47.2566,155.04,0.7749,3.39,60.0,51.72,0.708,1.00,34.2,27.0,91.5,89.2,228.548,0.1201,0,2c4c7c3d-04b54b4c-71142,1,20.5,OK,V1.40,DynamicABS,V1.40_DynamicABS_s1.00_b1.00_rep3_1788768169-0009_2khz.csv
01:03:16,corner,etk800,DynamicABS1.pc,single,1,60,-0.2,0.0,1.0,1788768209-0001,35.1505,115.32,1.0417,2.46,60.0,35.67,1.027,0.20,6.2,3.0,33.7,100.0,24.652,0.4079,0,832bdf55-daf4b726-75627,1,20.5,OK,V2.00,DynamicABS,V2.00_DynamicABS_s0.20_b1.00_rep1_1788768209-0001_2khz.csv
01:03:36,corner,etk800,DynamicABS1.pc,single,2,60,-0.2,0.0,1.0,1788768230-0002,35.6734,117.04,1.0265,2.48,60.0,36.19,1.012,0.20,6.1,3.0,33.2,100.0,24.650,0.4031,0,832bdf55-daf4b726-75627,1,20.7,OK,V2.00,DynamicABS,V2.00_DynamicABS_s0.20_b1.00_rep2_1788768230-0002_2khz.csv
01:03:57,corner,etk800,DynamicABS1.pc,single,3,60,-0.2,0.0,1.0,1788768251-0003,35.4261,116.23,1.0336,2.47,60.0,35.94,1.019,0.20,6.1,3.1,33.1,100.0,24.658,0.4024,0,832bdf55-daf4b726-75627,1,20.7,OK,V2.00,DynamicABS,V2.00_DynamicABS_s0.20_b1.00_rep3_1788768251-0003_2khz.csv
01:04:17,corner,etk800,DynamicABS1.pc,single,1,60,-0.5,0.0,1.0,1788768272-0004,40.9552,134.37,0.8941,2.87,60.0,43.01,0.851,0.50,15.9,10.2,64.2,95.1,83.832,0.2414,0,832bdf55-daf4b726-75627,1,19.9,OK,V2.00,DynamicABS,V2.00_DynamicABS_s0.50_b1.00_rep1_1788768272-0004_2khz.csv
01:04:37,corner,etk800,DynamicABS1.pc,single,2,60,-0.5,0.0,1.0,1788768291-0005,40.9273,134.28,0.8947,2.87,60.0,42.98,0.852,0.50,15.9,10.3,63.9,95.2,84.003,0.2404,0,832bdf55-daf4b726-75627,1,20.0,OK,V2.00,DynamicABS,V2.00_DynamicABS_s0.50_b1.00_rep2_1788768291-0005_2khz.csv
